CLIENTNUM,Cluster_Cliente,Probabilidad_Churn,Prediccion_Final,Estrategia_Asignada
710620383,2,0.06840087274213354,0,Sin Acción (Cliente Estable)
778661358,0,0.07434973330097337,0,Sin Acción (Cliente Estable)
789483333,3,0.006564414792846222,0,Sin Acción (Cliente Estable)
809855808,0,0.005509363558656504,0,Sin Acción (Cliente Estable)
718464258,3,0.48995527535651534,1,CAMPAÑA MASIVA: Red de Arrastre
708528483,0,0.01662073644049073,0,Sin Acción (Cliente Estable)
771809733,3,0.9835089533981927,1,CAMPAÑA MASIVA: Red de Arrastre
719942883,0,0.012747999531772995,0,Sin Acción (Cliente Estable)
807226683,3,0.006620742101330651,0,Sin Acción (Cliente Estable)
717806133,2,0.018455189086392362,0,Sin Acción (Cliente Estable)
720615708,3,0.01557810050942204,0,Sin Acción (Cliente Estable)
714511758,3,0.003456552949238507,0,Sin Acción (Cliente Estable)
715050408,3,0.09436247919156145,0,Sin Acción (Cliente Estable)
721132233,0,0.21359163011381388,1,REACCIÓN BALANCEADA: Punto de Equilibrio
719211558,3,0.9792873824171588,1,CAMPAÑA MASIVA: Red de Arrastre
712069008,0,0.004303788018906865,0,Sin Acción (Cliente Estable)
715996983,2,0.004847693740512328,0,Sin Acción (Cliente Estable)
773466258,3,0.007495541915252267,0,Sin Acción (Cliente Estable)
798983508,2,0.0037575550625491057,0,Sin Acción (Cliente Estable)
719117433,2,0.0027766949767972053,0,Sin Acción (Cliente Estable)
716451183,0,0.0025322550186011625,0,Sin Acción (Cliente Estable)
718621608,3,0.9342409622045675,1,CAMPAÑA MASIVA: Red de Arrastre
715085733,0,0.005760749745846944,0,Sin Acción (Cliente Estable)
788977833,0,0.1717247553018328,1,REACCIÓN BALANCEADA: Punto de Equilibrio
720272958,2,0.9046393365709244,1,REACCIÓN BALANCEADA: Punto de Equilibrio
708421833,0,0.0402210367808707,0,Sin Acción (Cliente Estable)
709173108,0,0.6162857091323006,1,REACCIÓN BALANCEADA: Punto de Equilibrio
709879458,0,0.7136802879911576,1,REACCIÓN BALANCEADA: Punto de Equilibrio
715120608,2,0.33085695378852753,1,REACCIÓN BALANCEADA: Punto de Equilibrio
770632758,0,0.4698307996022699,1,REACCIÓN BALANCEADA: Punto de Equilibrio
779078733,2,0.006718458484701462,0,Sin Acción (Cliente Estable)
771742533,3,0.3808376531165554,1,CAMPAÑA MASIVA: Red de Arrastre
720250158,2,0.0028812778357619404,0,Sin Acción (Cliente Estable)
716458983,0,0.004167088608682214,0,Sin Acción (Cliente Estable)
713747733,0,0.02257997985961814,0,Sin Acción (Cliente Estable)
712270158,0,0.0040278629755275755,0,Sin Acción (Cliente Estable)
789562383,0,0.7959006957090552,1,REACCIÓN BALANCEADA: Punto de Equilibrio
754897008,3,0.3670193457224293,1,CAMPAÑA MASIVA: Red de Arrastre
819700533,0,0.1397410384245479,1,REACCIÓN BALANCEADA: Punto de Equilibrio
712890408,0,0.003994574330204787,0,Sin Acción (Cliente Estable)
720248208,3,0.003148522886937404,0,Sin Acción (Cliente Estable)
779749908,2,0.529630866191018,1,REACCIÓN BALANCEADA: Punto de Equilibrio
717401883,3,0.0051964312047733,0,Sin Acción (Cliente Estable)
721509558,2,0.00585832588411365,0,Sin Acción (Cliente Estable)
710572458,3,0.47127696512147277,1,CAMPAÑA MASIVA: Red de Arrastre
714576183,2,0.009594221353666058,0,Sin Acción (Cliente Estable)
721425558,3,0.7466606915533262,1,CAMPAÑA MASIVA: Red de Arrastre
711109908,0,0.26586179039880925,1,REACCIÓN BALANCEADA: Punto de Equilibrio
715203108,3,0.5467495311375552,1,CAMPAÑA MASIVA: Red de Arrastre
710027508,0,0.004942124858552294,0,Sin Acción (Cliente Estable)
787464408,2,0.06904260204317095,0,Sin Acción (Cliente Estable)
783542133,0,0.004605329444932497,0,Sin Acción (Cliente Estable)
708330858,3,0.9401229979996708,1,CAMPAÑA MASIVA: Red de Arrastre
714426783,0,0.07051166887747543,0,Sin Acción (Cliente Estable)
712701333,0,0.012071088689797322,0,Sin Acción (Cliente Estable)
709494483,0,0.004878436350850822,0,Sin Acción (Cliente Estable)
773373108,0,0.012161593582925949,0,Sin Acción (Cliente Estable)
715812258,3,0.006506757511776865,0,Sin Acción (Cliente Estable)
778286433,0,0.009582933923789328,0,Sin Acción (Cliente Estable)
789270033,2,0.21402081331388745,1,REACCIÓN BALANCEADA: Punto de Equilibrio
711569433,0,0.0109468452126102,0,Sin Acción (Cliente Estable)
720214833,2,0.004764435701161544,0,Sin Acción (Cliente Estable)
709346133,0,0.0018590156494458657,0,Sin Acción (Cliente Estable)
788194458,0,0.010274274925554551,0,Sin Acción (Cliente Estable)
720779733,3,0.010001110234973142,0,Sin Acción (Cliente Estable)
717424458,0,0.006323344544171957,0,Sin Acción (Cliente Estable)
708820308,0,0.019107798213663527,0,Sin Acción (Cliente Estable)
710558058,0,0.013727457325313124,0,Sin Acción (Cliente Estable)
770590758,3,0.012506983232735672,0,Sin Acción (Cliente Estable)
718490658,0,0.006691928420561622,0,Sin Acción (Cliente Estable)
711985833,0,0.0025962822074337686,0,Sin Acción (Cliente Estable)
708967608,0,0.026679752034370122,0,Sin Acción (Cliente Estable)
718505958,2,0.009720453630661924,0,Sin Acción (Cliente Estable)
715024233,0,0.005335740850359035,0,Sin Acción (Cliente Estable)
779249583,0,0.004906581359079923,0,Sin Acción (Cliente Estable)
709278258,0,0.6124207886140857,1,REACCIÓN BALANCEADA: Punto de Equilibrio
778928283,0,0.003746683854069671,0,Sin Acción (Cliente Estable)
712299858,0,0.0034824846479358947,0,Sin Acción (Cliente Estable)
799224108,0,0.0034141936811658453,0,Sin Acción (Cliente Estable)
809976033,0,0.002033358683933795,0,Sin Acción (Cliente Estable)
716203308,0,0.005447685337787352,0,Sin Acción (Cliente Estable)
714871683,3,0.9870303264702291,1,CAMPAÑA MASIVA: Red de Arrastre
716139933,2,0.0034854020638895268,0,Sin Acción (Cliente Estable)
716984658,2,0.10668512966422124,0,Sin Acción (Cliente Estable)
713086008,0,0.005046832592550894,0,Sin Acción (Cliente Estable)
713773458,3,0.008041432530444455,0,Sin Acción (Cliente Estable)
719242533,2,0.056782204795555694,0,Sin Acción (Cliente Estable)
772712658,0,0.0048788300043918365,0,Sin Acción (Cliente Estable)
788868858,0,0.012602597949893157,0,Sin Acción (Cliente Estable)
811898133,0,0.013771423473179965,0,Sin Acción (Cliente Estable)
788808633,0,0.009046201444800128,0,Sin Acción (Cliente Estable)
779804208,3,0.011643545185138559,0,Sin Acción (Cliente Estable)
781391058,0,0.1527371542978539,1,REACCIÓN BALANCEADA: Punto de Equilibrio
790134408,3,0.005015195991458433,0,Sin Acción (Cliente Estable)
788853258,0,0.006020393885385472,0,Sin Acción (Cliente Estable)
711857733,2,0.014809200023671516,0,Sin Acción (Cliente Estable)
822969858,0,0.003946678630956733,0,Sin Acción (Cliente Estable)
719554758,2,0.01037495474439778,0,Sin Acción (Cliente Estable)
711643458,3,0.010189080200666348,0,Sin Acción (Cliente Estable)
788830683,0,0.004012523657156533,0,Sin Acción (Cliente Estable)
807030858,2,0.0186361663968691,0,Sin Acción (Cliente Estable)
793059108,0,0.36931301997309285,1,REACCIÓN BALANCEADA: Punto de Equilibrio
716568708,3,0.08747892022227823,0,Sin Acción (Cliente Estable)
828281733,3,0.014684547066390823,0,Sin Acción (Cliente Estable)
717229158,0,0.009071571057264834,0,Sin Acción (Cliente Estable)
715915458,0,0.004866797890792881,0,Sin Acción (Cliente Estable)
819129858,0,0.0030313222502836635,0,Sin Acción (Cliente Estable)
713441958,2,0.0056216259551105825,0,Sin Acción (Cliente Estable)
719091333,2,0.1290292223730891,0,Sin Acción (Cliente Estable)
708666258,0,0.0027432460300341544,0,Sin Acción (Cliente Estable)
714914583,0,0.009980365094440611,0,Sin Acción (Cliente Estable)
714363858,0,0.035155052221493094,0,Sin Acción (Cliente Estable)
721347408,0,0.004300453765193503,0,Sin Acción (Cliente Estable)
809608533,2,0.003991459970151835,0,Sin Acción (Cliente Estable)
772047183,0,0.004637302094101987,0,Sin Acción (Cliente Estable)
714217908,0,0.009161005191806655,0,Sin Acción (Cliente Estable)
714819183,2,0.0029008433711292447,0,Sin Acción (Cliente Estable)
716455683,3,0.02551533341244385,0,Sin Acción (Cliente Estable)
710865633,3,0.018125835563451948,0,Sin Acción (Cliente Estable)
752952108,0,0.0034334651852811746,0,Sin Acción (Cliente Estable)
712595433,0,0.008128979901117026,0,Sin Acción (Cliente Estable)
714982383,0,0.010340097583161687,0,Sin Acción (Cliente Estable)
813814008,0,0.0034363923391685673,0,Sin Acción (Cliente Estable)
794545983,3,0.0071652546750404725,0,Sin Acción (Cliente Estable)
708288108,0,0.9238729417429967,1,REACCIÓN BALANCEADA: Punto de Equilibrio
715585158,3,0.004460711887695928,0,Sin Acción (Cliente Estable)
810449883,0,0.005913064185783523,0,Sin Acción (Cliente Estable)
789863208,0,0.007807577189098763,0,Sin Acción (Cliente Estable)
715022133,3,0.004146184652597656,0,Sin Acción (Cliente Estable)
712506708,0,0.012539593363300763,0,Sin Acción (Cliente Estable)
715699983,0,0.00244485000392415,0,Sin Acción (Cliente Estable)
818942433,3,0.008816541437008382,0,Sin Acción (Cliente Estable)
712459233,0,0.012414775539995577,0,Sin Acción (Cliente Estable)
716545383,0,0.003834052685268501,0,Sin Acción (Cliente Estable)
721144383,2,0.019341374604705603,0,Sin Acción (Cliente Estable)
821837958,2,0.00422305488191841,0,Sin Acción (Cliente Estable)
